"Device ID","Device code",Count,"Total Data","Persentase longlat (0)"
202533,B-9433-CXS,72,545,13.21%
202534,B-9622-CXS,0,540,0%
202535,B-9632-CXS,49,543,9.02%
202536,B-9613-CXS,1,529,0.19%
202537,B-9598-CXS,7,528,1.33%
202538,B-9617-CXS,12,534,2.25%
202539,B-9624-CXS,0,522,0%
202540,B-9615-CXS,0,529,0%
202541,B-9600-CXS,0,523,0%
202542,B-9591-CXS,5,521,0.96%
202543,B-9605-CXS,0,533,0%
202544,B-9543-CXS,0,0,0%
202545,B-9545-CXS,0,536,0%
202546,B-9606-CXS,0,520,0%
202547,B-9609-CXS,0,527,0%
202548,B-9596-CXS,0,520,0%
202549,B-9604-CXS,2,535,0.37%
202550,B-9602-CXS,6,522,1.15%
202551,B-9648-CXS,38,536,7.09%
202552,B-9649-CXS,14,541,2.59%
202553,B-9719-CXS,0,523,0%
202554,B-9722-CXS,0,540,0%
202555,B-9720-CXS,16,529,3.02%
202556,B-9716-CXS,1,527,0.19%
202557,B-9723-CXS,0,530,0%
202558,B-9724-CXS,1,522,0.19%
202559,B-9718-CXS,49,520,9.42%
202560,B-9715-CXS,28,523,5.35%
202561,B-9712-CXS,0,529,0%
202562,B-9710-CXS,0,526,0%
202563,B-9721-CXS,0,526,0%
202564,B-9725-CXS,0,524,0%
202565,B-9711-CXS,0,538,0%
202566,B-9709-CXS,0,521,0%
202567,B-9713-CXS,0,523,0%
202568,B-9731-CXS,48,554,8.66%
202569,B-9726-CXS,1,530,0.19%
202570,B-9729-CXS,0,523,0%
202571,B-9727-CXS,6,524,1.15%
202572,B-9728-CXS,0,522,0%
202573,B-9560-CXR,103,525,19.62%
202574,B-9584-CXR,1,533,0.19%
202575,B-9373-CXR,20,540,3.7%
202576,B-9178-CXR,1,538,0.19%
202577,B-9462-CXR,0,525,0%
202578,B-9460-CXS,1,521,0.19%
202579,B-9756-CXS,3,531,0.56%
202580,B-9730-CXS,129,536,24.07%
202581,B-9588-CXR,0,0,0%
202582,B-9747-CXS,68,540,12.59%
202583,B-9754-CXS,150,533,28.14%
202584,B-9533-CXS,0,526,0%
202585,B-9143-CXR,0,526,0%
202586,B-9745-CXS,15,532,2.82%
202587,B-9743-CXS,0,519,0%
202588,B-9149-CXR,26,534,4.87%
202590,B-9200-CXR,0,537,0%
202591,B-9647-CXR,1,526,0.19%
202592,B-9227-CXR,47,544,8.64%
202593,B-9201-CXR,21,517,4.06%
202594,B-9299-CXS,0,529,0%
202595,B-9764-CXR,4,544,0.74%
202596,B-9698-CXR,1,548,0.18%
202597,B-9592-CXR,74,671,11.03%
202598,B-9644-CXR,39,547,7.13%
202600,B-9099-CX,1,529,0.19%
202601,B-9775-CXR,0,521,0%
202602,B-9597-CXR,2,540,0.37%
202603,B-9187-CXR,0,522,0%
202604,B-9595-CXR,0,521,0%
202605,B-9581-CXR,0,527,0%
202606,B-9449-CXR,0,532,0%
202607,B-9342-CXR,0,0,0%
202608,B-9590-CXR,0,524,0%
202609,B-9594-CXR,1,533,0.19%
202610,B-9198-CXR,1,539,0.19%
202611,B-9929-CXS,0,532,0%
202612,B-9944-CXS,62,527,11.76%
202613,B-9946-CXS,0,521,0%
202614,B-9942-CXS,0,529,0%
202901,B-9348-CXR,0,524,0%
202902,B-9561-CXS,1,545,0.18%
202903,"No mesin 5038044",0,520,0%
202904,B-9531-CXS,0,522,0%
202905,B-9600-CXR,0,521,0%
202906,B-9615-CXR,0,528,0%
202907,B-9556-CXS,0,525,0%
202908,B-9587-CXR,0,546,0%
